MARCA_STANDARD,MODELO|CLASE|NUEVA_CATEGORIA|LIVIANOS_PESADOS|MODELO_VEH_STD|COD_NUEVA_CATEGORIA|NUEVO
TOYOTA,LUCIDA|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
RENAULT,GRAND SCENIC|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
MASERATI,GRAND SPORT|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
ZXAUTO,GRAND TIGER|PICK UP|PICK UP|LIVIANOS||L6|
SUZUKI,GRAND VITARA|RURALES|BAJO RIESGO 1|LIVIANOS|GRAND VITARA|L1A|
CHEVROLET,GRAND VITARA|RURALES|BAJO RIESGO 2|LIVIANOS|GRAND VITARA|L1B|
JEEP,GRAND WAGONEER|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MITSUBISHI,GRANDIS|RURALES|BAJO RIESGO 1|LIVIANOS|GRANDIS|L1A|
ZXAUTO,GRANDTIGER|PICK UP|PICK UP|LIVIANOS|GRANDTIGER|L6|
SUZUKI,GS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|GS|L9|
HONDA,GS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|GS|L9|
LEXUS,GS 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LEXUS,GS350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|GS350|L1A|
ALFA ROMEO,GT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|GT|L1A|
TOYOTA,GT 86|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
VOLKSWAGEN,GTI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
VESPA,GTS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
VESPA,GTV|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
ALFA ROMEO,GTV6|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
KEEWAY,GTX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
VOLKSWAGEN,GURGEL|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
GREAT WALL,GWPERI|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HYUNDAI,H1|PANEL|PANEL|LIVIANOS|H1|L5|
HUMMER,H2|RURALES|NO ASEGURABLE|LIVIANOS|H2|LX|
HUMMER,H3|RURALES|NO ASEGURABLE|LIVIANOS|H3|LX|
DONG FENG,H30|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA 2|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA 3|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA 7|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA1|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA2|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA3|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HAIMA,HAIMA7|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
JINBEI,HAISE|PANEL|CHINOS E INDIOS|LIVIANOS|HAISE|L3|
GREAT WALL,HAVAL|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
HAFEI,HF11011|PICK UP|PICK UP|LIVIANOS||L6|
TOYOTA,HIACE|PANEL|PANEL|LIVIANOS|HIACE|L5|
TOYOTA,HIGHLANDER|RURALES|BAJO RIESGO 1|LIVIANOS|HIGHLANDER|L1A|
TOYOTA,HILUX|PICK UP|PICK UP|LIVIANOS|HILUX|L6|
TOYOTA,HILUX SURF|PICK UP|PICK UP|LIVIANOS||L6|
NISSAN,HOMY|PANEL|PANEL|LIVIANOS|HOMY|L5|
FAW,HONGQI|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
HONDA,HORNET|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
GREAT WALL,HOVER|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
HONDA,HRV|RURALES|BAJO RIESGO 1|LIVIANOS|HRV|L1A|
ZOTYE,HUNTER|RURALES|CHINOS E INDIOS|LIVIANOS|HUNTER|L3|
DUCATI,HYPERMOTARD|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|HYPERMOTARD|L9|
HYUNDAI,I10|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|I10|L1B|
HYUNDAI,I30|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|I30|L1A|
SEAT,IBIZA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
FIAT,IDEA ADVENTURE|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,IGNIS|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|IGNIS|L2|
CHEVROLET,IMPALA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|IMPALA|L1B|
SUBARU,IMPREZA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|IMPREZA|L1B|
DATSUN,NL|PICK UP|PICK UP|LIVIANOS||L6|
TOYOTA,NOAH|PANEL|PANEL|LIVIANOS||L5|
ZOTYE,NOMAD|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
ZOTYE,NOMADA|RURALES|CHINOS E INDIOS|LIVIANOS|NOMADA|L3|
SUZUKI,NOMADE|RURALES|MEDIANO RIESGO|LIVIANOS||L2|
NISSAN,NOTE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|NOTE|L1A|
CITROEN,NOUVELLE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
DAEWOO,NUBIRA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,NXR|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SKODA,OCTAVIA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,ODYSSEY|RURALES|BAJO RIESGO 1|LIVIANOS|ODYSSEY|L1A|
CHEVROLET,OPALA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|OPALA|L1B|
KIA,OPIRUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
KIA,OPTIMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|OPTIMA|L1A|
CHEVROLET,OPTRA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|OPTRA|L1B|
CHEVROLET,ORLANDO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|ORLANDO|L1A|
HONDA,ORTHIA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|ORTHIA|L1A|
SUBARU,OUTBACK|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|OUTBACK|L1A|
MITSUBISHI,OUTLANDER|RURALES|BAJO RIESGO 1|LIVIANOS|OUTLANDER|L1A|
CHRYSLER,PACIFICA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MITSUBISHI,PAJERO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
FIAT,PALIO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PALIO|L1A|
PORSCHE,PANAMERA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FIAT,PANORAMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PANORAMA|L1A|
RONCO,PANTERA|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
VOLKSWAGEN,PARATI|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
PEUGEOT,PARTNER|PANEL|BAJO RIESGO 1|LIVIANOS|PARTNER|L1A|
HONDA,PARTNER|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PARTNER|L1A|
TOYOTA,PASEO|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
VOLKSWAGEN,PASSAT|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PASSAT|L1A|
HONDA,PASSION|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|PASSION|L9|
HONDA,PASSPORT|RURALES|BAJO RIESGO 1|LIVIANOS|PASSPORT|L1A|
NISSAN,PATHFINDER|RURALES|BAJO RIESGO 1|LIVIANOS|PATHFINDER|L1A|
JEEP,PATRIOT|RURALES|BAJO RIESGO 1|LIVIANOS|PATRIOT|L1A|
NISSAN,PATROL|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
KIA,PICANTO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|PICANTO|L2|
ZOTYE,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
SSANGYONG,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
SMA,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
MG,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
MAZDA,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
MAHINDRA,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
LIFAN,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
FAW,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
CHRYSLER,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
CHERY,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
CHANGAN,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
BYD,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
BMW,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
ALFA ROMEO,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
JINBEI,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
JAC,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
HAIMA,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
GEELY,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
FOTON,PICK UP|PICK UP|PICK UP|LIVIANOS|PICK UP|L6|
TOYOTA,PICNIC|PANEL|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,PILOT|RURALES|BAJO RIESGO 1|LIVIANOS|PILOT|L1A|
TOYOTA,PLATZ|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
VOLKSWAGEN,POLO|RURALES|BAJO RIESGO 1|LIVIANOS|POLO|L1A|
UM,POWERMAX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
TOYOTA,PRADO|RURALES|BAJO RIESGO 1|LIVIANOS|PRADO|L1A|
NISSAN,PRAIRE|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,PRAIRIE|RURALES|BAJO RIESGO 1|LIVIANOS|PRAIRIE|L1A|
MITSUBISHI,PRECIS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
KIA,PREGIO|PANEL|PANEL|LIVIANOS|PREGIO|L5|
HONDA,PRELUDE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,PREMACY|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
FIAT,PREMIO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,PRESEA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,PREVIA|RURALES|BAJO RIESGO 1|LIVIANOS|PREVIA|L1A|
KIA,PRIDE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,PRIMERA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
DAEWOO,PRINCE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,PRIUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PRIUS|L1A|
FORD,PROBE|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PROBE|L1A|
TOYOTA,PROBOX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHRYSLER,PT CRUISER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|PT CRUISER|LX|
NISSAN,PULSAR|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|PULSAR|L1A|
BAJAJ,PULSAR|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|PULSAR|L9|
FIAT,PUNTO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
CHERY,Q22|PANEL|PANEL|LIVIANOS||L5|
AUDI,Q3|RURALES|BAJO RIESGO 1|LIVIANOS|Q3|L1A|
AUDI,Q5|RURALES|BAJO RIESGO 1|LIVIANOS|Q5|L1A|
AUDI,Q7|RURALES|BAJO RIESGO 1|LIVIANOS|Q7|L1A|
NISSAN,QASHGAI|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
NISSAN,QASHQAI|RURALES|BAJO RIESGO 2|LIVIANOS|QASHQAI|L1B|
QINGQI,QM|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
CHERY,QQ|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|QQ|L3|
VOLKSWAGEN,QUANTUM|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,QUEST|RURALES|BAJO RIESGO 1|LIVIANOS|QUEST|L1A|
MERCEDES BENZ,R 350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
YAMAHA,R1|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MERCEDES BENZ,R350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
AUDI,R8|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SMA,R80|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
DAEWOO,RACER|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|RACER|LX|
HYUNDAI,RACER|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|RACER|L1A|
DODGE,RAIDER|RURALES|NO ASEGURABLE|LIVIANOS||LX|
DODGE,RAM|PICK UP|PICK UP|LIVIANOS||L6|
LAND ROVER,RANGE ROVER|RURALES|BAJO RIESGO 1|LIVIANOS|RANGE ROVER|L1A|
FORD,RANGER|PICK UP|PICK UP|LIVIANOS|RANGER|L6|
TOYOTA,RAV 4|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,RAV4|RURALES|BAJO RIESGO 1|LIVIANOS|RAV4|L1A|
TOYOTA,RAV5|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
PEUGEOT,RCZ|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|RCZ|LX|
YAMAHA,RD|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
ACURA,RDX|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
JAC,REFINE|RURALES|CHINOS E INDIOS|LIVIANOS|REFINE|L3|
JAC,REIN|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
UM,RENEGADE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|RENEGADE|L9|
SUZUKI,RENO|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS||L2|
SSANGYONG,REXTON|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
ZNA,RICH|PICK UP|PICK UP|LIVIANOS|RICH|L6|
HONDA,RIDGELINE|PICK UP|PICK UP|LIVIANOS||L6|
KIA,RIO|AUTOMOVILES|ALTO RIESGO|LIVIANOS|RIO|L2R|
KEEWAY,RK|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DAIHATSU,ROCKY|RURALES|NO ASEGURABLE|LIVIANOS||LX|
CHEVROLET,RODEO|RURALES|BAJO RIESGO 2|LIVIANOS||L1B|
SSANGYONG,RODIUS|RURALES|BAJO RIESGO 1|LIVIANOS|RODIUS|L1A|
NISSAN,ROGUE|RURALES|BAJO RIESGO 1|LIVIANOS|ROGUE|L1A|
ROVER,ROVER75|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
AUDI,RS3|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|RS3|L1A|
AUDI,RS4|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
AUDI,RS5|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|RS5|L1A|
AUDI,RS6|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|RS6|L1A|
AKT,RTX|VEHICULOS MENORES|NO ASEGURABLE|LIVIANOS||LX|
HAFEI,RUIYI|PICK UP|PICK UP|LIVIANOS|RUIYI|L6|
TOYOTA,RUNNER|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MITSUBISHI,RVR|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
YAMAHA,RX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|RX|L9|
LEXUS,RX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|RX|L1A|
LEXUS,RX 300|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LEXUS,RX350|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,RX8|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|RX-8|LX|
MERCEDES BENZ,S 280|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,S 320|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|S 320|L1A|
MERCEDES BENZ,S 500|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|S|L1A|
JAGUAR,S TYPE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HYUNDAI,GRAND I10|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|GRAND I10|L1B|
VOLKSWAGEN,111021|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|111021|L1A|
HONDA,CBF|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HYUNDAI,CRETA|RURALES|BAJO RIESGO 1|LIVIANOS|CRETA|L1A|
CHEVROLET,S10|PICK UP|BAJO RIESGO 2|LIVIANOS|S-10|L1B|
BMW,S1000|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
HYUNDAI,I20|RURALES|BAJO RIESGO 1|LIVIANOS|I20|L1A|
YAMAHA,CRYPTON|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
NISSAN,NP300|RURALES|PICK UP|LIVIANOS|NP300|L6|
MERCEDES BENZ,GLA|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
CHERY,S21|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS|S21|L3|
MERCEDES BENZ,S280|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ITALIKA,GS|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|GS|L9|
NISSAN,LIBERTY (CETICO)|RURALES|TIMON CAMBIADO|LIVIANOS||L4|
NISSAN,LIBERTY|RURALES|TIMON CAMBIADO|LIVIANOS|LIBERTY|L4|
AUDI,S3|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|S3|L1A|
NISSAN,MISTRAL|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
ALFA ROMEO,MITO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,CIAZ|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|CIAZ|L1A|
GEELY,MK|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MERCEDES BENZ,ML 320|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,ML 350|RURALES|BAJO RIESGO 1|LIVIANOS|ML 350|L1A|
MERCEDES BENZ,ML 400|RURALES|BAJO RIESGO 1|LIVIANOS|ML 400|L1A|
MERCEDES BENZ,ML 430|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
SUZUKI,JIMNY|RURALES|MEDIANO RIESGO|LIVIANOS||L2|
SUZUKI,NEW VITARA|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|VITARA|L2|
MERCEDES BENZ,ML320|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,ML350|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,ML430|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
MERCEDES BENZ,ML500|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
BMW,X4|RURALES|BAJO RIESGO 1|LIVIANOS|X4|L1A|
TOYOTA,BARANDA|RURALES|PICK UP|LIVIANOS|BARANDA|L6|
PEUGEOT,2008|RURALES|BAJO RIESGO 1|LIVIANOS|2008|L1A|
HONDA,MOBILIO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
KIA,MOHAVE|RURALES|BAJO RIESGO 1|LIVIANOS|MOHAVE|L1A|
FORD,MONDEO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
DUCATI,MONSTER|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|MONSTER|L9|
CHEVROLET,MONTECARLO|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|MONTECARLO|L1B|
MITSUBISHI,MONTERO|RURALES|BAJO RIESGO 1|LIVIANOS|MONTERO|L1A|
CHEVROLET,MONZA|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS|MONZA|L1B|
DAIHATSU,MOVE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
MAZDA,MPV|RURALES|BAJO RIESGO 1|LIVIANOS|MPV|L1A|
FOTON,MPX|PANEL|CHINOS E INDIOS|LIVIANOS|MPX|L3|
TOYOTA,MR2|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
KAWASAKI,MULE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DUCATI,MULTISTRADA|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|MULTISTRADA|L9|
NISSAN,MURANO|RURALES|BAJO RIESGO 1|LIVIANOS|MURANO|L1A|
SSANGYONG,MUSSO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
DAEWOO,MUSSO|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
FORD,MUSTANG|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|MUSTANG|L1A|
MAVILA,MV|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
MAZDA,MX|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,MX 5|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
MAZDA,MX-3 GS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,N200|PANEL|NO ASEGURABLE|LIVIANOS|N200|LX|
CHEVROLET,N300|PANEL|NO ASEGURABLE|LIVIANOS|N300|LX|
FAW,N5|AUTOMOVILES|CHINOS E INDIOS|LIVIANOS||L3|
MITSUBISHI,NATIVA|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,NAVARA|PICK UP|PICK UP|LIVIANOS|NAVARA|L6|
PLYMOUTH,NEON|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
DODGE,NEON|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,NH|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
KAWASAKI,NINJA|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DODGE,NITRO|RURALES|BAJO RIESGO 1|LIVIANOS|NITRO|L1A|
UM,NITROX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
LADA,NIVA|RURALES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,ST|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
LEXUS,ST200|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
NISSAN,STANZA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|STANZA|L1A|
HAIMA,STAR|RURALES|CHINOS E INDIOS|LIVIANOS|STAR|L3|
HYUNDAI,STAREX|PANEL|PANEL|LIVIANOS|STAREX|L5|
TOYOTA,STARLET|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
NISSAN,STATION WAGON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,STATION WAGON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
SSANGYONG,STAVIC|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
HYUNDAI,STELLAR|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
RENAULT,STEPWAY|RURALES|BAJO RIESGO 2|LIVIANOS|STEPWAY|L1B|
FIAT,STILO|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
HONDA,STORE|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
DAIHATSU,STORIA|AUTOMOVILES|NO ASEGURABLE|LIVIANOS|STORIA|LX|
HONDA,STORM|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|STORM|L9|
TOYOTA,STOUT|PICK UP|PICK UP|LIVIANOS|STOUT|L6|
MITSUBISHI,STRADA|PICK UP|PICK UP|LIVIANOS|STRADA|L6|
FIAT,STRADA|PICK UP|PICK UP|LIVIANOS|STRADA|L6|
DODGE,STRATUS|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
HONDA,STREAM|RURALES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,SUBURBAN|RURALES|BAJO RIESGO 2|LIVIANOS|SUBURBAN|L1B|
NISSAN,SUCCE|PANEL|PANEL|LIVIANOS|SUCCE|L5|
TOYOTA,SUCCED|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
ZNA,SUCCEE|PANEL|PANEL|LIVIANOS||L5|
TOYOTA,SUCCEED|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
PLYMOUTH,SUNDANCE|AUTOMOVILES|NO ASEGURABLE|LIVIANOS||LX|
NISSAN,SUNNY|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS|SUNNY|L1A|
JAC,SUNRAY|PANEL|PANEL|LIVIANOS|SUNRAY|L5|
NISSAN,SUPER SALOON|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
KEEWAY,SUPERLIGHT|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS|SUPERLIGHT 200CC|L9|
VOLKSWAGEN,SURAN CROSS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
LIFAN,SUV|RURALES|CHINOS E INDIOS|LIVIANOS||L3|
SUZUKI,SWIFT|AUTOMOVILES|ALTO RIESGO|LIVIANOS|SWIFT|L2R|
BAJAJ,SX|VEHICULOS MENORES|VEHICULOS MENORES|LIVIANOS||L9|
SUZUKI,SX4|AUTOMOVILES|MEDIANO RIESGO|LIVIANOS|SX4|L2|
RENAULT,SYMBOL|AUTOMOVILES|BAJO RIESGO 2|LIVIANOS||L1B|
VOLKSWAGEN,T5|PANEL|PANEL|LIVIANOS|T5|L5|
VOLVO,T6|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
TOYOTA,TACOMA|PICK UP|PICK UP|LIVIANOS|TACOMA|L6|
DAEWOO,TACUMA|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
CHEVROLET,TAHOE|RURALES|BAJO RIESGO 1|LIVIANOS|TAHOE|L1A|
FORD,TAURUS|AUTOMOVILES|BAJO RIESGO 1|LIVIANOS||L1A|
